timestamp,spot_price,perp_price,funding_rate,price_divergence
2025-06-11 17:34:45,166.3583415,166.06923545183213,-0.0651694210734542,-0.17378512286254455
2025-06-11 17:34:52,166.3583415,167.08859101466223,0.16461066245862854,0.4389617665563427
2025-06-11 17:34:52,166.3583415,166.55213936344046,0.04368533500327945,0.11649422667541187
2025-06-11 17:36:37,166.248315,166.47293411804233,0.05066647999763357,0.13511061332702284
2025-06-11 17:36:44,166.1725305,165.55055062264046,-0.14036161891981652,-0.3742976504528441
2025-06-11 17:38:13,166.073265,165.7053562133825,-0.08307525897173423,-0.22153402392462462
2025-06-11 17:38:31,165.9694875,165.8769526135935,-0.02090780837197386,-0.05575415565859696
2025-06-11 17:39:54,166.008384,164.33624152882905,-0.37772395079100884,-1.0072638687760236
2025-06-11 17:39:54,166.008384,165.5122323525215,-0.11207678993155087,-0.298871439817469
2025-06-11 17:40:32,166.046097,166.22809923111015,0.04110354768911252,0.10960946050430007
2025-06-11 17:41:01,166.1384865,166.41660067038845,0.06277462621261344,0.16739900323363585
2025-06-11 17:41:07,166.1384865,166.59165482824187,0.10228702973690701,0.272765412631752
2025-06-11 17:41:08,166.1384865,166.49857839320862,0.0812782533403132,0.2167420089075019
2025-06-11 17:41:09,166.1384865,165.65278932008675,-0.1096292895791289,-0.2923447722110104
2025-06-11 17:41:26,166.154378,163.87903399241935,-0.5135308579366751,-1.369415621164467
2025-06-11 17:42:07,166.070624,166.35937360428798,0.06520183943428154,0.17387157182475077
2025-06-11 17:42:18,166.134815,166.00421846447125,-0.029478288956641764,-0.07860877055104472
2025-06-11 17:42:21,166.134815,165.35204102882648,-0.1766879742756341,-0.47116793140169094
2025-06-11 17:50:41,164.187687,164.79993553187413,0.13983582060742064,0.3728955216197884
2025-06-11 20:04:58,162.0768605,162.14720190953247,0.016275012048788194,0.04340003213010186
2025-06-11 20:04:58,162.0768605,162.08245102893116,0.0012934902260040115,0.0034493072693440306
2025-06-11 20:05:09,162.1200115,162.08877295638675,-0.007225791403901388,-0.01926877707707037
2025-06-11 20:05:17,162.1200115,162.88607334674072,0.5434067735381443,0.4725276291636038
